"Date","Years","Months","Lake","Specie","Value"
"12/14/2015",2015,12,"Nessel","NO3","6"
"1/6/2016",2016,1,"Nessel","NO3","10"
"2/3/2016",2016,2,"Nessel","NO3","8.8"
"3/29/2016",2016,3,"Nessel","NO3","6.6"
"4/30/2016",2016,4,"Nessel","NO3","4.5"
"5/23/2016",2016,5,"Nessel","NO3","3.3"
"6/27/2016",2016,6,"Nessel","NO3","2.9"
"7/25/2016",2016,7,"Nessel","NO3","0.58"
"8/22/2016",2016,8,"Nessel","NO3","0.13"
"9/19/2016",2016,9,"Nessel","NO3","0.07"
"10/10/2016",2016,10,"Nessel","NO3","0.35"
"11/14/2016",2016,11,"Nessel","NO3","4.3"
"12/12/2016",2016,12,"Nessel","NO3","6.3"
"1/23/2017",2017,1,"Nessel","NO3","7.9"
"2/20/2017",2017,2,"Nessel","NO3","8.1"
"3/25/2017",2017,3,"Nessel","NO3","6.2"
"4/12/2017",2017,4,"Nessel","NO3","5.9"
"5/15/2017",2017,5,"Nessel","NO3","5.6"
"6/19/2017",2017,6,"Nessel","NO3","0.18"
"7/17/2017",2017,7,"Nessel","NO3","0"
"8/15/2017",2017,8,"Nessel","NO3","0.62"
"9/11/2017",2017,9,"Nessel","NO3","0.75"
"10/9/2017",2017,10,"Nessel","NO3","1.2"
"11/6/2017",2017,11,"Nessel","NO3","2.3"
"12/11/2017",2017,12,"Nessel","NO3","5.6"
"1/8/2018",2018,1,"Nessel","NO3","6.6"
"2/5/2018",2018,2,"Nessel","NO3","6.8"
"3/5/2018",2018,3,"Nessel","NO3","9.7"
"4/9/2018",2018,4,"Nessel","NO3","6.1"
"5/7/2018",2018,5,"Nessel","NO3","1.9"
"6/4/2018",2018,6,"Nessel","NO3","3.9"
"7/2/2018",2018,7,"Nessel","NO3","2.2"
"8/13/2018",2018,8,"Nessel","NO3","0"
"9/3/2018",2018,9,"Nessel","NO3","0"
"10/1/2018",2018,10,"Nessel","NO3","0"
"11/5/2018",2018,11,"Nessel","NO3","2.2"
"12/3/2018",2018,12,"Nessel","NO3","5.7"
"1/9/2019",2019,1,"Nessel","NO3","7.1"
"2/4/2019",2019,2,"Nessel","NO3","7.2"
"3/11/2019",2019,3,"Nessel","NO3","7.3"
"4/1/2019",2019,4,"Nessel","NO3","7"
"5/6/2019",2019,5,"Nessel","NO3","5"
"6/3/2019",2019,6,"Nessel","NO3","3.3"
"7/2/2019",2019,7,"Nessel","NO3","0.28"
"8/5/2019",2019,8,"Nessel","NO3","0"
"9/3/2019",2019,9,"Nessel","NO3","0.22"
"10/7/2019",2019,10,"Nessel","NO3","0.26"
"11/4/2019",2019,11,"Nessel","NO3","2"
"12/16/2019",2019,12,"Nessel","NO3","8.5"
"1/24/2000",2000,1,"AMSZu","NO3","7.5"
"2/21/2000",2000,2,"AMSZu","NO3","4.4"
"3/20/2000",2000,3,"AMSZu","NO3","3.7"
"4/19/2000",2000,4,"AMSZu","NO3","4.6"
"5/15/2000",2000,5,"AMSZu","NO3","3"
"6/14/2000",2000,6,"AMSZu","NO3","0.5"
"7/12/2000",2000,7,"AMSZu","NO3","0.7"
"8/9/2000",2000,8,"AMSZu","NO3","0.9"
"9/6/2000",2000,9,"AMSZu","NO3","0.5"
"10/18/2000",2000,10,"AMSZu","NO3","1.4"
"11/15/2000",2000,11,"AMSZu","NO3","2.2"
"12/11/2000",2000,12,"AMSZu","NO3","3.3"
"1/29/2001",2001,1,"AMSZu","NO3","4.2"
"2/19/2001",2001,2,"AMSZu","NO3","6.7"
"3/19/2001",2001,3,"AMSZu","NO3","4.3"
"4/17/2001",2001,4,"AMSZu","NO3","4.2"
"5/14/2001",2001,5,"AMSZu","NO3","3"
"6/11/2001",2001,6,"AMSZu","NO3","1.9"
"7/9/2001",2001,7,"AMSZu","NO3","0.4"
"8/6/2001",2001,8,"AMSZu","NO3","0.2"
"9/3/2001",2001,9,"AMSZu","NO3","0.2"
"10/15/2001",2001,10,"AMSZu","NO3","1.6"
"11/13/2001",2001,11,"AMSZu","NO3","3.9"
"12/10/2001",2001,12,"AMSZu","NO3","6.8"
"1/21/2002",2002,1,"AMSZu","NO3","8.5"
"2/18/2002",2002,2,"AMSZu","NO3","5.1"
"3/18/2002",2002,3,"AMSZu","NO3","5.2"
"4/15/2002",2002,4,"AMSZu","NO3","4.7"
"5/13/2002",2002,5,"AMSZu","NO3","3.6"
"6/10/2002",2002,6,"AMSZu","NO3","3.6"
"7/8/2002",2002,7,"AMSZu","NO3","1.1"
"8/5/2002",2002,8,"AMSZu","NO3","1.2"
"9/2/2002",2002,9,"AMSZu","NO3","1.3"
"10/15/2002",2002,10,"AMSZu","NO3","2.7"
"11/11/2002",2002,11,"AMSZu","NO3","4.7"
"12/9/2002",2002,12,"AMSZu","NO3","4.8"
"1/20/2003",2003,1,"AMSZu","NO3","4"
"2/17/2003",2003,2,"AMSZu","NO3","5.2"
"3/17/2003",2003,3,"AMSZu","NO3","4"
"4/28/2003",2003,4,"AMSZu","NO3","2.2"
"5/26/2003",2003,5,"AMSZu","NO3","1.6"
"6/23/2003",2003,6,"AMSZu","NO3","0.3"
"7/23/2003",2003,7,"AMSZu","NO3","0.04"
"8/18/2003",2003,8,"AMSZu","NO3","0.03"
"9/15/2003",2003,9,"AMSZu","NO3","0.2"
"10/13/2003",2003,10,"AMSZu","NO3","0.5"
"11/10/2003",2003,11,"AMSZu","NO3","0.1"
"12/8/2003",2003,12,"AMSZu","NO3","1.6"
"1/19/2004",2004,1,"AMSZu","NO3","12"
"2/16/2004",2004,2,"AMSZu","NO3","9.6"
"3/15/2004",2004,3,"AMSZu","NO3","8.7"
"4/13/2004",2004,4,"AMSZu","NO3","5.6"
"5/10/2004",2004,5,"AMSZu","NO3","8.5"
"6/7/2004",2004,6,"AMSZu","NO3","1.1"
"7/5/2004",2004,7,"AMSZu","NO3","0.03"
"8/2/2004",2004,8,"AMSZu","NO3","0.2"
"9/13/2004",2004,9,"AMSZu","NO3","0.2"
"10/11/2004",2004,10,"AMSZu","NO3","1"
"11/8/2004",2004,11,"AMSZu","NO3","5.3"
"12/6/2004",2004,12,"AMSZu","NO3","5"
"1/11/2005",2005,1,"AMSZu","NO3","6.9"
"2/15/2005",2005,2,"AMSZu","NO3","4.2"
"3/7/2005",2005,3,"AMSZu","NO3","7.9"
"4/4/2005",2005,4,"AMSZu","NO3","4.8"
"5/2/2005",2005,5,"AMSZu","NO3","4.3"
"6/27/2005",2005,6,"AMSZu","NO3","0.4"
"7/25/2005",2005,7,"AMSZu","NO3","0.2"
"8/22/2005",2005,8,"AMSZu","NO3","2.4"
"9/19/2005",2005,9,"AMSZu","NO3","4"
"10/17/2005",2005,10,"AMSZu","NO3","2.8"
"11/14/2005",2005,11,"AMSZu","NO3","2.4"
"12/12/2005",2005,12,"AMSZu","NO3","4.9"
"1/23/2006",2006,1,"AMSZu","NO3","6.7"
"2/20/2006",2006,2,"AMSZu","NO3","3.5"
"3/20/2006",2006,3,"AMSZu","NO3","6.6"
"4/18/2006",2006,4,"AMSZu","NO3","5.7"
"5/15/2006",2006,5,"AMSZu","NO3","3.3"
"6/12/2006",2006,6,"AMSZu","NO3","4"
"7/10/2006",2006,7,"AMSZu","NO3","0.4"
"8/7/2006",2006,8,"AMSZu","NO3","0.3"
"9/4/2006",2006,9,"AMSZu","NO3","4"
"10/4/2006",2006,10,"AMSZu","NO3","1.9"
"11/27/2006",2006,11,"AMSZu","NO3","2"
"12/18/2006",2006,12,"AMSZu","NO3","2.6"
"1/22/2007",2007,1,"AMSZu","NO3","4"
"2/21/2007",2007,2,"AMSZu","NO3","4.4"
"3/19/2007",2007,3,"AMSZu","NO3","4.7"
"4/16/2007",2007,4,"AMSZu","NO3","2.9"
"5/14/2007",2007,5,"AMSZu","NO3","0.5"
"6/11/2007",2007,6,"AMSZu","NO3","2.9"
"7/9/2007",2007,7,"AMSZu","NO3","2.5"
"8/6/2007",2007,8,"AMSZu","NO3","1.2"
"9/3/2007",2007,9,"AMSZu","NO3","1.5"
"10/1/2007",2007,10,"AMSZu","NO3","3.8"
"11/26/2007",2007,11,"AMSZu","NO3","6"
"12/17/2007",2007,12,"AMSZu","NO3","4.9"
"1/21/2008",2008,1,"AMSZu","NO3","5"
"2/18/2008",2008,2,"AMSZu","NO3","5.5"
"3/17/2008",2008,3,"AMSZu","NO3","4.1"
"4/14/2008",2008,4,"AMSZu","NO3","3"
"5/13/2008",2008,5,"AMSZu","NO3","3.9"
"6/9/2008",2008,6,"AMSZu","NO3","1.7"
"7/7/2008",2008,7,"AMSZu","NO3","0.3"
"8/4/2008",2008,8,"AMSZu","NO3","0.5"
"9/1/2008",2008,9,"AMSZu","NO3","0.4"
"10/27/2008",2008,10,"AMSZu","NO3","1.4"
"11/24/2008",2008,11,"AMSZu","NO3","2.1"
"12/15/2008",2008,12,"AMSZu","NO3","5.4"
"1/19/2009",2009,1,"AMSZu","NO3","7.7"
"2/16/2009",2009,2,"AMSZu","NO3","3.5"
"3/16/2009",2009,3,"AMSZu","NO3","4.2"
"4/14/2009",2009,4,"AMSZu","NO3","3.9"
"5/11/2009",2009,5,"AMSZu","NO3","1.6"
"6/8/2009",2009,6,"AMSZu","NO3","1.4"
"7/6/2009",2009,7,"AMSZu","NO3","0.4"
"8/3/2009",2009,8,"AMSZu","NO3","1.1"
"9/30/2009",2009,9,"AMSZu","NO3","0.6"
"10/26/2009",2009,10,"AMSZu","NO3","1.4"
"11/23/2009",2009,11,"AMSZu","NO3","1.9"
"12/14/2009",2009,12,"AMSZu","NO3","6.1"
"1/25/2010",2010,1,"AMSZu","NO3","6.5"
"2/22/2010",2010,2,"AMSZu","NO3","7"
"3/24/2010",2010,3,"AMSZu","NO3","5.7"
"4/19/2010",2010,4,"AMSZu","NO3","3.8"
"5/17/2010",2010,5,"AMSZu","NO3","2"
"6/14/2010",2010,6,"AMSZu","NO3","1.5"
"7/14/2010",2010,7,"AMSZu","NO3","0.2"
"8/9/2010",2010,8,"AMSZu","NO3","2.3"
"9/6/2010",2010,9,"AMSZu","NO3","0.9"
"10/4/2010",2010,10,"AMSZu","NO3","1.7"
"11/2/2010",2010,11,"AMSZu","NO3","1.5"
"12/13/2010",2010,12,"AMSZu","NO3","4.5"
"1/24/2011",2011,1,"AMSZu","NO3","5.7"
"2/21/2011",2011,2,"AMSZu","NO3","5.7"
"3/21/2011",2011,3,"AMSZu","NO3","4.4"
"4/18/2011",2011,4,"AMSZu","NO3","2.2"
"5/16/2011",2011,5,"AMSZu","NO3","0.8"
"6/6/2011",2011,6,"AMSZu","NO3","0.2"
"7/11/2011",2011,7,"AMSZu","NO3","0.3"
"8/8/2011",2011,8,"AMSZu","NO3","1.7"
"9/5/2011",2011,9,"AMSZu","NO3","0.6"
"10/4/2011",2011,10,"AMSZu","NO3","1"
"11/7/2011",2011,11,"AMSZu","NO3","1"
"12/5/2011",2011,12,"AMSZu","NO3","2.1"
"1/30/2012",2012,1,"AMSZu","NO3","5.7"
"2/27/2012",2012,2,"AMSZu","NO3","2.6"
"3/28/2012",2012,3,"AMSZu","NO3","3.3"
"4/23/2012",2012,4,"AMSZu","NO3","2.2"
"5/21/2012",2012,5,"AMSZu","NO3","0.7"
"6/18/2012",2012,6,"AMSZu","NO3","0.06"
"7/16/2012",2012,7,"AMSZu","NO3","0.2"
"8/15/2012",2012,8,"AMSZu","NO3","0.03"
"9/10/2012",2012,9,"AMSZu","NO3","0.1"
"10/15/2012",2012,10,"AMSZu","NO3","0.2"
"11/5/2012",2012,11,"AMSZu","NO3","1"
"12/3/2012",2012,12,"AMSZu","NO3","6.9"
"1/28/2013",2013,1,"AMSZu","NO3","9.2"
"2/25/2013",2013,2,"AMSZu","NO3","7"
"3/26/2013",2013,3,"AMSZu","NO3","3.8"
"4/22/2013",2013,4,"AMSZu","NO3","2.9"
"5/21/2013",2013,5,"AMSZu","NO3","1.8"
"6/18/2013",2013,6,"AMSZu","NO3","1.8"
"7/15/2013",2013,7,"AMSZu","NO3","0.6"
"8/12/2013",2013,8,"AMSZu","NO3","0.2"
"9/9/2013",2013,9,"AMSZu","NO3","0.5"
"10/16/2013",2013,10,"AMSZu","NO3","3.4"
"11/4/2013",2013,11,"AMSZu","NO3","3.7"
"12/2/2013",2013,12,"AMSZu","NO3","5.6"
"1/27/2014",2014,1,"AMSZu","NO3","5"
"2/24/2014",2014,2,"AMSZu","NO3","4.7"
"3/24/2014",2014,3,"AMSZu","NO3","3.6"
"4/22/2014",2014,4,"AMSZu","NO3","1.6"
"5/19/2014",2014,5,"AMSZu","NO3","0.7"
"6/16/2014",2014,6,"AMSZu","NO3","0.2"
"7/14/2014",2014,7,"AMSZu","NO3","0.05"
"8/11/2014",2014,8,"AMSZu","NO3","0.07"
"9/8/2014",2014,9,"AMSZu","NO3","0.32"
"10/6/2014",2014,10,"AMSZu","NO3","1.4"
"11/3/2014",2014,11,"AMSZu","NO3","4.1"
"12/1/2014",2014,12,"AMSZu","NO3","4.6"
"1/26/2015",2015,1,"AMSZu","NO3","6"
"2/23/2015",2015,2,"AMSZu","NO3","5.8"
"3/30/2015",2015,3,"AMSZu","NO3","3.6"
"4/27/2015",2015,4,"AMSZu","NO3","1.7"
"5/26/2015",2015,5,"AMSZu","NO3","1.1"
"6/22/2015",2015,6,"AMSZu","NO3","0.48"
"7/20/2015",2015,7,"AMSZu","NO3","0.06"
"8/26/2015",2015,8,"AMSZu","NO3","0.06"
"9/30/2015",2015,9,"AMSZu","NO3","0.13"
"10/19/2015",2015,10,"AMSZu","NO3","0.47"
"11/16/2015",2015,11,"AMSZu","NO3","0.45"
"12/14/2015",2015,12,"AMSZu","NO3","2.5"
"1/25/2016",2016,1,"AMSZu","NO3","11"
"2/3/2016",2016,2,"AMSZu","NO3","5.5"
"3/29/2016",2016,3,"AMSZu","NO3","4.5"
"4/2/2016",2016,4,"AMSZu","NO3","2.1"
"5/23/2016",2016,5,"AMSZu","NO3","1.4"
"6/27/2016",2016,6,"AMSZu","NO3","3.7"
"7/5/2016",2016,7,"AMSZu","NO3","0.68"
"8/22/2016",2016,8,"AMSZu","NO3","0.21"
"9/19/2016",2016,9,"AMSZu","NO3","0.16"
"10/10/2016",2016,10,"AMSZu","NO3","0.49"
"11/14/2016",2016,11,"AMSZu","NO3","2.2"
"12/12/2016",2016,12,"AMSZu","NO3","3.1"
"1/23/2017",2017,1,"AMSZu","NO3","5"
"2/20/2017",2017,2,"AMSZu","NO3","3.5"
"3/15/2017",2017,3,"AMSZu","NO3","9.2"
"4/12/2017",2017,4,"AMSZu","NO3","3.2"
"5/15/2017",2017,5,"AMSZu","NO3","4.3"
"6/19/2017",2017,6,"AMSZu","NO3","0.11"
"7/17/2017",2017,7,"AMSZu","NO3","0.42"
"8/5/2017",2017,8,"AMSZu","NO3","1"
"9/11/2017",2017,9,"AMSZu","NO3","0.47"
"10/9/2017",2017,10,"AMSZu","NO3","3.8"
"11/6/2017",2017,11,"AMSZu","NO3","3"
"12/11/2017",2017,12,"AMSZu","NO3","6.8"
"1/8/2018",2018,1,"AMSZu","NO3","3.2"
"2/5/2018",2018,2,"AMSZu","NO3","4.8"
"3/5/2018",2018,3,"AMSZu","NO3","6.6"
"4/9/2018",2018,4,"AMSZu","NO3","3.8"
"5/7/2018",2018,5,"AMSZu","NO3","0.82"
"6/4/2018",2018,6,"AMSZu","NO3","0.75"
"7/2/2018",2018,7,"AMSZu","NO3","0.78"
"8/13/2018",2018,8,"AMSZu","NO3","0"
"9/3/2018",2018,9,"AMSZu","NO3","0"
"10/1/2018",2018,10,"AMSZu","NO3","0"
"11/5/2018",2018,11,"AMSZu","NO3","0.38"
"12/3/2018",2018,12,"AMSZu","NO3","1.2"
"1/9/2019",2019,1,"AMSZu","NO3","8.4"
"2/4/2019",2019,2,"AMSZu","NO3","9.7"
"3/11/2019",2019,3,"AMSZu","NO3","6"
"4/1/2019",2019,4,"AMSZu","NO3","5.4"
"5/6/2019",2019,5,"AMSZu","NO3","0.64"
"6/3/2019",2019,6,"AMSZu","NO3","4.8"
"7/2/2019",2019,7,"AMSZu","NO3","0.21"
"8/5/2019",2019,8,"AMSZu","NO3","0"
"9/3/2019",2019,9,"AMSZu","NO3","0.05"
"10/7/2019",2019,10,"AMSZu","NO3","0.73"
"11/4/2019",2019,11,"AMSZu","NO3","1.3"
"12/16/2019",2019,12,"AMSZu","NO3","5.1"
"NaN",2000,1,"GBS","NH4","NaN"
"NaN",2000,2,"GBS","NH4","NaN"
"NaN",2000,3,"GBS","NH4","NaN"
"NaN",2000,4,"GBS","NH4","NaN"
"5/3/2000",2000,5,"GBS","NH4","0.06"
"6/14/2000",2000,6,"GBS","NH4","0.02"
"7/12/2000",2000,7,"GBS","NH4","0.01"
"8/9/2000",2000,8,"GBS","NH4","0.01"
"9/6/2000",2000,9,"GBS","NH4","0.02"
"10/4/2000",2000,10,"GBS","NH4","0.02"
"11/15/2000",2000,11,"GBS","NH4","0.04"
"NaN",2000,12,"GBS","NH4","NaN"
"NaN",2001,1,"GBS","NH4","NaN"
"NaN",2001,2,"GBS","NH4","NaN"
"NaN",2001,3,"GBS","NH4","NaN"
"4/2/2001",2001,4,"GBS","NH4","0.02"
"5/2/2001",2001,5,"GBS","NH4","0.04"
"6/11/2001",2001,6,"GBS","NH4","0.03"
"7/9/2001",2001,7,"GBS","NH4","0"
"8/6/2001",2001,8,"GBS","NH4","0.02"
"9/3/2001",2001,9,"GBS","NH4","0.01"
"10/1/2001",2001,10,"GBS","NH4","0.02"
"11/13/2001",2001,11,"GBS","NH4","0.05"
"NaN",2001,12,"GBS","NH4","NaN"
"NaN",2002,1,"GBS","NH4","NaN"
"2/4/2002",2002,2,"GBS","NH4","0.02"
"3/4/2002",2002,3,"GBS","NH4","0.03"
"4/15/2002",2002,4,"GBS","NH4","0.01"
"5/27/2002",2002,5,"GBS","NH4","0.04"
"6/10/2002",2002,6,"GBS","NH4","0.04"
"7/22/2002",2002,7,"GBS","NH4","0"
"8/5/2002",2002,8,"GBS","NH4","0.01"
"9/2/2002",2002,9,"GBS","NH4","0.02"
"10/15/2002",2002,10,"GBS","NH4","0.04"
"11/25/2002",2002,11,"GBS","NH4","0"
"NaN",2002,12,"GBS","NH4","NaN"
"NaN",2003,1,"GBS","NH4","NaN"
"NaN",2003,2,"GBS","NH4","NaN"
"3/17/2003",2003,3,"GBS","NH4","0.01"
"4/14/2003",2003,4,"GBS","NH4","0.02"
"5/12/2003",2003,5,"GBS","NH4","0.03"
"6/10/2003",2003,6,"GBS","NH4","0.03"
"7/30/2003",2003,7,"GBS","NH4","0.02"
"8/18/2003",2003,8,"GBS","NH4","0.03"
"9/1/2003",2003,9,"GBS","NH4","0.03"
"10/13/2003",2003,10,"GBS","NH4","0.05"
"11/10/2003",2003,11,"GBS","NH4","0.02"
"NaN",2003,12,"GBS","NH4","NaN"
"NaN",2004,1,"GBS","NH4","NaN"
"NaN",2004,2,"GBS","NH4","NaN"
"3/29/2004",2004,3,"GBS","NH4","0.03"
"4/13/2004",2004,4,"GBS","NH4","0.03"
"5/10/2004",2004,5,"GBS","NH4","0.03"
"6/21/2004",2004,6,"GBS","NH4","0.05"
"7/5/2004",2004,7,"GBS","NH4","0.01"
"8/2/2004",2004,8,"GBS","NH4","0.01"
"9/27/2004",2004,9,"GBS","NH4","0.04"
"10/11/2004",2004,10,"GBS","NH4","0.04"
"NaN",2004,11,"GBS","NH4","NaN"
"NaN",2004,12,"GBS","NH4","NaN"
"NaN",2005,1,"GBS","NH4","NaN"
"NaN",2005,2,"GBS","NH4","NaN"
"NaN",2005,3,"GBS","NH4","NaN"
"4/4/2005",2005,4,"GBS","NH4","0.02"
"5/2/2005",2005,5,"GBS","NH4","0.04"
"6/27/2005",2005,6,"GBS","NH4","0.01"
"7/25/2005",2005,7,"GBS","NH4","0"
"8/22/2005",2005,8,"GBS","NH4","0.02"
"9/19/2005",2005,9,"GBS","NH4","0.01"
"10/17/2005",2005,10,"GBS","NH4","0"
"11/14/2005",2005,11,"GBS","NH4","0.02"
"NaN",2005,12,"GBS","NH4","NaN"
"NaN",2006,1,"GBS","NH4","NaN"
"NaN",2006,2,"GBS","NH4","NaN"
"NaN",2006,3,"GBS","NH4","NaN"
"NaN",2006,4,"GBS","NH4","NaN"
"5/2/2006",2006,5,"GBS","NH4","0.02"
"6/12/2006",2006,6,"GBS","NH4","0.01"
"7/24/2006",2006,7,"GBS","NH4","0"
"8/21/2006",2006,8,"GBS","NH4","0"
"9/18/2006",2006,9,"GBS","NH4","0.01"
"10/16/2006",2006,10,"GBS","NH4","0.02"
"11/13/2006",2006,11,"GBS","NH4","0.04"
"12/11/2006",2006,12,"GBS","NH4","0"
"NaN",2007,1,"GBS","NH4","NaN"
"NaN",2007,2,"GBS","NH4","NaN"
"3/5/2007",2007,3,"GBS","NH4","0"
"4/2/2007",2007,4,"GBS","NH4","0"
"5/2/2007",2007,5,"GBS","NH4","0.03"
"6/25/2007",2007,6,"GBS","NH4","0.03"
"7/23/2007",2007,7,"GBS","NH4","0.03"
"8/20/2007",2007,8,"GBS","NH4","0.03"
"9/17/2007",2007,9,"GBS","NH4","0.06"
"10/15/2007",2007,10,"GBS","NH4","0.05"
"NaN",2007,11,"GBS","NH4","NaN"
"12/10/2007",2007,12,"GBS","NH4","0.02"
"NaN",2008,1,"GBS","NH4","NaN"
"NaN",2008,2,"GBS","NH4","NaN"
"3/31/2008",2008,3,"GBS","NH4","NaN"
"4/28/2008",2008,4,"GBS","NH4","0.03"
"5/26/2008",2008,5,"GBS","NH4","0.06"
"6/23/2008",2008,6,"GBS","NH4","0.01"
"7/21/2008",2008,7,"GBS","NH4","0.01"
"8/18/2008",2008,8,"GBS","NH4","0.03"
"9/15/2008",2008,9,"GBS","NH4","0.05"
"10/13/2008",2008,10,"GBS","NH4","0.07"
"11/10/2008",2008,11,"GBS","NH4","0.06"
"12/8/2008",2008,12,"GBS","NH4","0"
"NaN",2009,1,"GBS","NH4","NaN"
"NaN",2009,2,"GBS","NH4","NaN"
"3/30/2009",2009,3,"GBS","NH4","0"
"4/27/2009",2009,4,"GBS","NH4","0.01"
"5/27/2009",2009,5,"GBS","NH4","0.08"
"6/22/2009",2009,6,"GBS","NH4","0.01"
"7/20/2009",2009,7,"GBS","NH4","0.02"
"8/17/2009",2009,8,"GBS","NH4","0.01"
"9/14/2009",2009,9,"GBS","NH4","0.01"
"10/12/2009",2009,10,"GBS","NH4","0.04"
"11/16/2009",2009,11,"GBS","NH4","0.06"
"12/7/2009",2009,12,"GBS","NH4","0"
"NaN",2010,1,"GBS","NH4","NaN"
"NaN",2010,2,"GBS","NH4","NaN"
"NaN",2010,3,"GBS","NH4","NaN"
"4/6/2010",2010,4,"GBS","NH4","0"
"5/3/2010",2010,5,"GBS","NH4","0.04"
"6/28/2010",2010,6,"GBS","NH4","0.05"
"7/26/2010",2010,7,"GBS","NH4","0.02"
"8/30/2010",2010,8,"GBS","NH4","0"
"9/20/2010",2010,9,"GBS","NH4","0.01"
"10/18/2010",2010,10,"GBS","NH4","0.02"
"11/15/2010",2010,11,"GBS","NH4","0.03"
"NaN",2010,12,"GBS","NH4","NaN"
"NaN",2011,1,"GBS","NH4","NaN"
"NaN",2011,2,"GBS","NH4","NaN"
"3/21/2011",2011,3,"GBS","NH4","0.03"
"4/11/2011",2011,4,"GBS","NH4","0.03"
"5/2/2011",2011,5,"GBS","NH4","0.06"
"6/27/2011",2011,6,"GBS","NH4","0.12"
"7/20/2011",2011,7,"GBS","NH4","0.01"
"8/22/2011",2011,8,"GBS","NH4","0.05"
"9/19/2011",2011,9,"GBS","NH4","0.05"
"10/17/2011",2011,10,"GBS","NH4","0.08"
"11/14/2011",2011,11,"GBS","NH4","0.08"
"12/12/2011",2011,12,"GBS","NH4","0.08"
"NaN",2012,1,"GBS","NH4","NaN"
"NaN",2012,2,"GBS","NH4","NaN"
"3/26/2012",2012,3,"GBS","NH4","0.01"
"4/23/2012",2012,4,"GBS","NH4","0.02"
"5/21/2012",2012,5,"GBS","NH4","0.07"
"6/18/2012",2012,6,"GBS","NH4","0.07"
"7/16/2012",2012,7,"GBS","NH4","0.03"
"8/13/2012",2012,8,"GBS","NH4","0.04"
"9/10/2012",2012,9,"GBS","NH4","0.05"
"10/8/2012",2012,10,"GBS","NH4","0.06"
"11/5/2012",2012,11,"GBS","NH4","0.07"
"12/3/2012",2012,12,"GBS","NH4","0.07"
"NaN",2013,1,"GBS","NH4","NaN"
"NaN",2013,2,"GBS","NH4","NaN"
"3/18/2013",2013,3,"GBS","NH4","0.03"
"4/15/2013",2013,4,"GBS","NH4","0.03"
"5/13/2013",2013,5,"GBS","NH4","0.06"
"6/10/2013",2013,6,"GBS","NH4","0.08"
"7/8/2013",2013,7,"GBS","NH4","0.12"
"8/5/2013",2013,8,"GBS","NH4","0.05"
"9/2/2013",2013,9,"GBS","NH4","0.06"
"10/28/2013",2013,10,"GBS","NH4","0.08"
"11/25/2013",2013,11,"GBS","NH4","0.11"
"12/11/2013",2013,12,"GBS","NH4","0.03"
"NaN",2014,1,"GBS","NH4","NaN"
"NaN",2014,2,"GBS","NH4","NaN"
"3/31/2014",2014,3,"GBS","NH4","NaN"
"4/28/2014",2014,4,"GBS","NH4","0.05"
"5/26/2014",2014,5,"GBS","NH4","0.06"
"6/23/2014",2014,6,"GBS","NH4","0.03"
"7/21/2014",2014,7,"GBS","NH4","0.04"
"8/18/2014",2014,8,"GBS","NH4","0.05"
"9/15/2014",2014,9,"GBS","NH4","0.06"
"10/13/2014",2014,10,"GBS","NH4","0.09"
"11/10/2014",2014,11,"GBS","NH4","0.1"
"12/8/2014",2014,12,"GBS","NH4","0.1"
"NaN",2015,1,"GBS","NH4","NaN"
"NaN",2015,2,"GBS","NH4","NaN"
"NaN",2015,3,"GBS","NH4","NaN"
"NaN",2015,4,"GBS","NH4","NaN"
"5/20/2015",2015,5,"GBS","NH4","0.07"
"6/17/2015",2015,6,"GBS","NH4","0.09"
"7/15/2015",2015,7,"GBS","NH4","0.05"
"8/12/2015",2015,8,"GBS","NH4","0.02"
"9/2/2015",2015,9,"GBS","NH4","0.03"
"10/7/2015",2015,10,"GBS","NH4","0.03"
"11/4/2015",2015,11,"GBS","NH4","0.04"
"12/2/2015",2015,12,"GBS","NH4","0.06"
"NaN",2016,1,"GBS","NH4","NaN"
"NaN",2016,2,"GBS","NH4","NaN"
"NaN",2016,3,"GBS","NH4","NaN"
"4/1/2016",2016,4,"GBS","NH4","0.02"
"5/9/2016",2016,5,"GBS","NH4","0.04"
"6/22/2016",2016,6,"GBS","NH4","0.1"
"7/13/2016",2016,7,"GBS","NH4","0.05"
"8/10/2016",2016,8,"GBS","NH4","0.06"
"9/7/2016",2016,9,"GBS","NH4","0.06"
"10/19/2016",2016,10,"GBS","NH4","0.05"
"11/9/2016",2016,11,"GBS","NH4","0.11"
"NaN",2016,12,"GBS","NH4","NaN"
"NaN",2017,1,"GBS","NH4","NaN"
"NaN",2017,2,"GBS","NH4","NaN"
"3/22/2017",2017,3,"GBS","NH4","0"
"4/26/2017",2017,4,"GBS","NH4","0.02"
"5/30/2017",2017,5,"GBS","NH4","0.05"
"6/28/2017",2017,6,"GBS","NH4","0"
"7/30/2017",2017,7,"GBS","NH4","0"
"8/23/2017",2017,8,"GBS","NH4","0.01"
"9/20/2017",2017,9,"GBS","NH4","0.01"
"10/18/2017",2017,10,"GBS","NH4","0.02"
"11/14/2017",2017,11,"GBS","NH4","0.06"
"12/6/2017",2017,12,"GBS","NH4","0.04"
"NaN",2018,1,"GBS","NH4","NaN"
"NaN",2018,2,"GBS","NH4","NaN"
"NaN",2018,3,"GBS","NH4","NaN"
"4/25/2018",2018,4,"GBS","NH4","0.05"
